sdg,extracted_title,extracted_abstract,initial_text
SDG13,life cycle environmental impacts convenience food comparison ready homemade meals,abstract paper compares life cycle environmental impacts readymade meals manufactured industrially meals prepared home scratch typical roast dinner consisting chicken meat vegetables tomato sauce considered suggest impacts homemade meal lower equivalent readymade meal example global warming human toxicity potentials lower eutrophication photochemical smog ozone layer depletion times lower main reasons avoidance meal manufacturing reduced refrigeration lower amount waste life cycle homemade meal readymade meal lowest impacts found frozen meal prepared fresh ingredients heated home microwave worst option impacts frozen readymade meal frozen ingredients heated electric oven cooking method chilled readymade meals higher impacts frozen type refrigerant supply chain influences impacts particularly global warming ozone layer depletion contribution packaging important impacts including global warming fossil fuel depletion human toxicity main hotspots types meal ingredients waste cooking method chosen consumer organic instead conventional ingredients leads higher impacts sourcing chicken tomatoes brazil spain respectively reduces environmental impacts meals compared sourcing uk despite longdistance transport findings make recommendations producers retailers consumers reducing environmental impacts food production consumption,life cycle environmental impacts convenience food comparison ready homemade meals abstract paper compares life cycle environmental impacts readymade meals manufactured industrially meals prepared home scratch typical roast dinner consisting chicken meat vegetables tomato sauce considered suggest impacts homemade meal lower equivalent readymade meal example global warming human toxicity potentials lower eutrophication photochemical smog ozone layer depletion times lower main reasons avoidance meal manufacturing reduced refrigeration lower amount waste life cycle homemade meal readymade meal lowest impacts found frozen meal prepared fresh ingredients heated home microwave worst option impacts frozen readymade meal frozen ingredients heated electric oven cooking method chilled readymade meals higher impacts frozen type refrigerant supply chain influences impacts particularly global warming ozone layer depletion contribution packaging important impacts including global warming fossil fuel depletion human toxicity main hotspots types meal ingredients waste cooking method chosen consumer organic instead conventional ingredients leads higher impacts sourcing chicken tomatoes brazil spain respectively reduces environmental impacts meals compared sourcing uk despite longdistance transport findings make recommendations producers retailers consumers reducing environmental impacts food production consumption
SDG13,life cycle environmental balance greenhouse gas mitigation potential microhydropower energy recovery water industry,abstract microhydropower mhp presents new opportunities generate electricity within existing water infrastructure paper quantifies environmental impacts electricity generation three mhp case studies kw water industry life cycle assessment approach environmental burdens calculated per kwh electricity generated nominal turbine operational lifespans compared marginal uk grid electricity generation combined cycle turbine natural gas power plants normalised life cycle environmental burdens mhp electricity reduced global warming potential gwp fossil resource depletion potential acidification potential human toxicity potential however burden abiotic resource depletion potential higher mhp marginal gridelectricity different quantities raw materials installation practices led range gwp burdens g co eqkwh one case benefitted low site preparation requirements others required substantial excavation works material quantities carbon payback times ranged years extending years worstcase scenarios examined part sensitivity carbon payback period future mhp installations estimated increase annually carbon intensity marginal grid electricity predicted decline demonstrates mhp installations water industry strongly positive environmental balance,life cycle environmental balance greenhouse gas mitigation potential microhydropower energy recovery water industry abstract microhydropower mhp presents new opportunities generate electricity within existing water infrastructure paper quantifies environmental impacts electricity generation three mhp case studies kw water industry life cycle assessment approach environmental burdens calculated per kwh electricity generated nominal turbine operational lifespans compared marginal uk grid electricity generation combined cycle turbine natural gas power plants normalised life cycle environmental burdens mhp electricity reduced global warming potential gwp fossil resource depletion potential acidification potential human toxicity potential however burden abiotic resource depletion potential higher mhp marginal gridelectricity different quantities raw materials installation practices led range gwp burdens g co eqkwh one case benefitted low site preparation requirements others required substantial excavation works material quantities carbon payback times ranged years extending years worstcase scenarios examined part sensitivity carbon payback period future mhp installations estimated increase annually carbon intensity marginal grid electricity predicted decline demonstrates mhp installations water industry strongly positive environmental balance
SDG13,modeling grassland spring onset across western united states climate variables modisderived phenology metrics,abstract vegetation phenology strongly controls photosynthetic activity ecosystem function essential monitoring response vegetation climate change variability terrestrial ecosystem models require robust phenology models understand simulate relationship ecosystems changing climate current phenology models able capture interannual variation timing vegetation spring onset spatiotemporal performances well understood greenup dates derived modis test phenological models predict timing grassland spring onset via commonly available climatological variables model evaluation satellite observations suggests modified growingdegree day mgdd models accumulated growing season index agsi models achieve reasonable accuracy rmsedays model calibration inclusion photoperiod trigger varied critical forcing thresholds temperaturebased phenology model improves model applicability regional scale addition observe agsi models outperform mgdd models capturing interannual phenology variation large semiarid areas likely due explicit consideration water availability validation based flux tower sites shows good agreement modeled timing spring onset references derived satellite observations insitu measurements confirm recent studies indicate need calibrate current phenology models predict grassland spring onsets accurately across space time demonstrate feasibility combining satellite observations climatic datasets develop refine phenology models characterizing spatiotemporal patterns grassland greenup variations,modeling grassland spring onset across western united states climate variables modisderived phenology metrics abstract vegetation phenology strongly controls photosynthetic activity ecosystem function essential monitoring response vegetation climate change variability terrestrial ecosystem models require robust phenology models understand simulate relationship ecosystems changing climate current phenology models able capture interannual variation timing vegetation spring onset spatiotemporal performances well understood greenup dates derived modis test phenological models predict timing grassland spring onset via commonly available climatological variables model evaluation satellite observations suggests modified growingdegree day mgdd models accumulated growing season index agsi models achieve reasonable accuracy rmsedays model calibration inclusion photoperiod trigger varied critical forcing thresholds temperaturebased phenology model improves model applicability regional scale addition observe agsi models outperform mgdd models capturing interannual phenology variation large semiarid areas likely due explicit consideration water availability validation based flux tower sites shows good agreement modeled timing spring onset references derived satellite observations insitu measurements confirm recent studies indicate need calibrate current phenology models predict grassland spring onsets accurately across space time demonstrate feasibility combining satellite observations climatic datasets develop refine phenology models characterizing spatiotemporal patterns grassland greenup variations
SDG13,womens status carbon dioxide emissions quantitative crossnational,abstract global climate change one severe problems facing societies around world assessments social forces influence greenhouse gas emissions examined gender inequality empirical research suggests women likely men support environmental protection various strands feminist theory suggest due womens traditional roles caregivers subsistence food producers water fuelwood collectors reproducers human life theorists argue womens status environmental protection linked exploitation women exploitation nature interconnected processes theoretical empirical reasons hypothesize societies greater gender equality relatively lower impacts environment controlling factors test hypothesis quantitative crossnational focusing connection womens political status co emissions per capita find co emissions per capita lower nations women higher political status controlling gdp per capita urbanization industrialization militarization worldsystem position foreign direct investment age dependency ratio level democracy finding suggests efforts improve gender equality around world may work synergistically efforts curtail global climate change environmental degradation generally,womens status carbon dioxide emissions quantitative crossnational abstract global climate change one severe problems facing societies around world assessments social forces influence greenhouse gas emissions examined gender inequality empirical research suggests women likely men support environmental protection various strands feminist theory suggest due womens traditional roles caregivers subsistence food producers water fuelwood collectors reproducers human life theorists argue womens status environmental protection linked exploitation women exploitation nature interconnected processes theoretical empirical reasons hypothesize societies greater gender equality relatively lower impacts environment controlling factors test hypothesis quantitative crossnational focusing connection womens political status co emissions per capita find co emissions per capita lower nations women higher political status controlling gdp per capita urbanization industrialization militarization worldsystem position foreign direct investment age dependency ratio level democracy finding suggests efforts improve gender equality around world may work synergistically efforts curtail global climate change environmental degradation generally
SDG13,cfd modelling validation measured wind field portable wind tunnel,abstract computational fluid dynamics cfd methods enable detailed three dimensional flow patterns article provides basic introduction fundamentals cfd application assessment tool nearwall boundary layers internal flows reynoldsaveraged navierstokes rans approach k turbulence model model characteristic channel flow properties observed portable wind tunnel coupled rainfall simulator wind velocity fields measured four crosssections compared simulated sets good correspondence simulated measured velocity profiles obtained rmse ms addition simulated complex flow patterns caused specific construction wind tunnel calculated spatial distribution derived measures wall shear stress turbulence characteristics shown measurements deviated significantly theoretical distributions explanatory model observed bias wind erosion transport rates experimentally derived tunnel could developed conclude cfd valuable tool modelling measured flow fields assess spatial variation variables often cannot sufficiently covered measurements nevertheless accurate measurements wind field necessary calibrate validate simulations provide reliable boundary conditions cfd thus promising tool aeolian research complementary never separated measurement setup,cfd modelling validation measured wind field portable wind tunnel abstract computational fluid dynamics cfd methods enable detailed three dimensional flow patterns article provides basic introduction fundamentals cfd application assessment tool nearwall boundary layers internal flows reynoldsaveraged navierstokes rans approach k turbulence model model characteristic channel flow properties observed portable wind tunnel coupled rainfall simulator wind velocity fields measured four crosssections compared simulated sets good correspondence simulated measured velocity profiles obtained rmse ms addition simulated complex flow patterns caused specific construction wind tunnel calculated spatial distribution derived measures wall shear stress turbulence characteristics shown measurements deviated significantly theoretical distributions explanatory model observed bias wind erosion transport rates experimentally derived tunnel could developed conclude cfd valuable tool modelling measured flow fields assess spatial variation variables often cannot sufficiently covered measurements nevertheless accurate measurements wind field necessary calibrate validate simulations provide reliable boundary conditions cfd thus promising tool aeolian research complementary never separated measurement setup
SDG13,adaptation hot climate strategies alleviate heat stress livestock production,abstarct despite many challenges faced animal producers including environmental problems diseases economic pressure feed availability still predicted animal production developing countries continue sustain future growth worlds meat production areas livestock performance generally lower obtained western europe north america although many factors involved climatic factors first crucial limiting factors development animal production warm regions addition global warming accentuate heat stressrelated problems objective paper review effective strategies alleviate heat stress context tropical livestock production systems strategies classified three groups increasing feed intake decreasing metabolic heat production enhancing heatloss capacities involving genetic selection heat tolerance heat stress improved production possible modifications diet composition either promotes higher intake compensates low feed consumption addition altering feeding management change feeding time andor frequency efficient tools avoid excessive heat load improve survival rate especially poultry methods enhance heat exchange environment animal changing environment prevent limit heat stress improve performance hot climatic conditions although differences thermal tolerance exist livestock species ruminants monogastrics large differences breeds species within breed consequently opportunity may exist improve thermal tolerance animals genetic tools however research required quantify genetic antagonism adaptation production traits evaluate potential selection response development molecular biotechnologies new opportunities available characterize gene expression identify key cellular responses heat stress new tools enable scientists improve accuracy efficiency selection heat tolerance epigenetic regulation gene expression thermal imprinting genome could efficient method improve thermal tolerance techniques eg perinatal heat acclimation currently experimented chicken,title adaptation hot climate strategies alleviate heat stress livestock production abstarct despite many challenges faced animal producers including environmental problems diseases economic pressure feed availability still predicted animal production developing countries continue sustain future growth worlds meat production areas livestock performance generally lower obtained western europe north america although many factors involved climatic factors first crucial limiting factors development animal production warm regions addition global warming accentuate heat stressrelated problems objective paper review effective strategies alleviate heat stress context tropical livestock production systems strategies classified three groups increasing feed intake decreasing metabolic heat production enhancing heatloss capacities involving genetic selection heat tolerance heat stress improved production possible modifications diet composition either promotes higher intake compensates low feed consumption addition altering feeding management change feeding time andor frequency efficient tools avoid excessive heat load improve survival rate especially poultry methods enhance heat exchange environment animal changing environment prevent limit heat stress improve performance hot climatic conditions although differences thermal tolerance exist livestock species ruminants monogastrics large differences breeds species within breed consequently opportunity may exist improve thermal tolerance animals genetic tools however research required quantify genetic antagonism adaptation production traits evaluate potential selection response development molecular biotechnologies new opportunities available characterize gene expression identify key cellular responses heat stress new tools enable scientists improve accuracy efficiency selection heat tolerance epigenetic regulation gene expression thermal imprinting genome could efficient method improve thermal tolerance techniques eg perinatal heat acclimation currently experimented chicken
SDG13,extreme climate china facts simulation projection,abstarct paper studies extreme climate china including extreme temperature precipitation dust weather activity tropical cyclone activity intense snowfall cold surge activity floods droughts reviewed based peerreviewed publications recent decades review focused first climatological features variability trends past half century simulations projections based global regional climate models annual mean surface air temperature sat increased throughout china heat wave intensity frequency overall increased past half century large rate daily yearly minimum sat increased significantly mean maximum sat longterm change precipitation predominantly characterized socalled southern flood northern drought pattern eastern china overall increase northwest china interdecadal variation monsoon represented monsoon weakening end largely responsible change mean precipitation precipitationrelated extreme events eg heavy rainfall intense snowfall become frequent intense generally china recent years large spatial features dust weather activity however become less frequent northern china recent years result weakened cold surge activity reinforced precipitation improved vegetation condition stateoftheart climate models capable reproducing features mean climate extreme climate events however discrepancies models simulating projecting mean extreme climate demonstrated many recent studies regional models higher resolutions often perform better global models predict project climate variations extremes many new approaches schemes based dynamical models statistical methods combinations developed resulting improved skills improvements climate model capability resolution well understanding regional climate variability extremes new approaches techniques expected improve prediction projection regional climate variability extremes china future,title extreme climate china facts simulation projection abstarct paper studies extreme climate china including extreme temperature precipitation dust weather activity tropical cyclone activity intense snowfall cold surge activity floods droughts reviewed based peerreviewed publications recent decades review focused first climatological features variability trends past half century simulations projections based global regional climate models annual mean surface air temperature sat increased throughout china heat wave intensity frequency overall increased past half century large rate daily yearly minimum sat increased significantly mean maximum sat longterm change precipitation predominantly characterized socalled southern flood northern drought pattern eastern china overall increase northwest china interdecadal variation monsoon represented monsoon weakening end largely responsible change mean precipitation precipitationrelated extreme events eg heavy rainfall intense snowfall become frequent intense generally china recent years large spatial features dust weather activity however become less frequent northern china recent years result weakened cold surge activity reinforced precipitation improved vegetation condition stateoftheart climate models capable reproducing features mean climate extreme climate events however discrepancies models simulating projecting mean extreme climate demonstrated many recent studies regional models higher resolutions often perform better global models predict project climate variations extremes many new approaches schemes based dynamical models statistical methods combinations developed resulting improved skills improvements climate model capability resolution well understanding regional climate variability extremes new approaches techniques expected improve prediction projection regional climate variability extremes china future
SDG13,china india lead greening world landuse management,abstract satellite show increasing leaf area vegetation due direct factors human landuse management indirect factors climate change co fertilization nitrogen deposition recovery natural disturbances climate change co fertilization effects seem dominant drivers however recent satellite reveal greening pattern strikingly prominent china india overlaps croplands worldwide china alone accounts global net increase leaf area global vegetated area greening china forests croplands india mostly croplands minor contribution forests china engineering ambitious programmes conserve expand forests goal mitigating land degradation air pollution climate change food production china india increased since mostly owing increase harvested area multiple cropping facilitated fertilizer surface andor groundwater irrigation indicate direct factor key driver greening earth accounting third probably observed net increase green leaf area highlight need realistic representation human landuse practices earth system models,title china india lead greening world landuse management abstract satellite show increasing leaf area vegetation due direct factors human landuse management indirect factors climate change co fertilization nitrogen deposition recovery natural disturbances climate change co fertilization effects seem dominant drivers however recent satellite reveal greening pattern strikingly prominent china india overlaps croplands worldwide china alone accounts global net increase leaf area global vegetated area greening china forests croplands india mostly croplands minor contribution forests china engineering ambitious programmes conserve expand forests goal mitigating land degradation air pollution climate change food production china india increased since mostly owing increase harvested area multiple cropping facilitated fertilizer surface andor groundwater irrigation indicate direct factor key driver greening earth accounting third probably observed net increase green leaf area highlight need realistic representation human landuse practices earth system models
SDG13,simulation global warming potential gwp rice fields tailake region china coupling soil database dndc model,abstract quantifying greenhouse gas ghg emissions wetland ecosystems relatively new issue global climate change studies china approximately worlds rice paddies worlds rice production crucial accurately estimate global warming potential gwp regional scale paper reports application biogeochemical model denitrification decomposition dndc quantifying gwp rice fields tailake region china application dndc linked soil database derived paddy soil profiles compiled second national soil survey china simulated show mha paddy soil cultivated ricewheat rotation tailake region emitted tg c tg n tg c co ch respectively cumulative gwp tg co equivalent soil subgroups highest gwp kg co equivalent ha yr linked gleyed paddy soils accounting total area paddy soils lowest gwp kg co equivalent ha yr associated submergenic paddy soils accounting total area paddy soils common soil area hydromorphic paddy soils accounted total area paddy soils gwp kg co equivalent ha yr regional basis annual averaged gwp polder tailake plain alluvial plain soil regions distinctly higher low mountainous hilly soil regions administrative areas average annual gwp counties shanghai city high conversely average annual gwp counties jiangsu province low high variability soil properties throughout tailake region important affects net greenhouse gas emissions therefore detailed soil sets highresolution digital soil maps essential improve accuracy gwp estimates processbased models regional national scales,simulation global warming potential gwp rice fields tailake region china coupling soil database dndc model abstract quantifying greenhouse gas ghg emissions wetland ecosystems relatively new issue global climate change studies china approximately worlds rice paddies worlds rice production crucial accurately estimate global warming potential gwp regional scale paper reports application biogeochemical model denitrification decomposition dndc quantifying gwp rice fields tailake region china application dndc linked soil database derived paddy soil profiles compiled second national soil survey china simulated show mha paddy soil cultivated ricewheat rotation tailake region emitted tg c tg n tg c co ch respectively cumulative gwp tg co equivalent soil subgroups highest gwp kg co equivalent ha yr linked gleyed paddy soils accounting total area paddy soils lowest gwp kg co equivalent ha yr associated submergenic paddy soils accounting total area paddy soils common soil area hydromorphic paddy soils accounted total area paddy soils gwp kg co equivalent ha yr regional basis annual averaged gwp polder tailake plain alluvial plain soil regions distinctly higher low mountainous hilly soil regions administrative areas average annual gwp counties shanghai city high conversely average annual gwp counties jiangsu province low high variability soil properties throughout tailake region important affects net greenhouse gas emissions therefore detailed soil sets highresolution digital soil maps essential improve accuracy gwp estimates processbased models regional national scales
SDG13,bounding role black carbon climate system scientific assessment,abstract black carbon aerosol plays unique important role earths climate system black carbon type carbonaceous material unique combination physical properties assessment provides evaluation blackcarbon climate forcing comprehensive inclusion known relevant processes quantitative providing best estimates uncertainties main forcing terms direct solar absorption influence liquid mixed phase ice clouds deposition snow ice effects calculated climate models possible evaluated microphysical measurements field observations predominant sources combustion related namely fossil fuels transportation solid fuels industrial residential open burning biomass total global emissions black carbon bottomup inventory methods gg yr year uncertainty range however global atmospheric absorption attributable black carbon low many models increased factor almost scaling best estimate industrialera direct radiative forcing atmospheric black carbon w uncertainty bounds w total direct forcing black carbon sources without subtracting preindustrial background estimated w direct radiative forcing alone capture important rapid adjustment mechanisms framework described quantifying climate forcings including rapid adjustments best estimate industrialera climate forcing black carbon forcing mechanisms including clouds cryosphere forcing w uncertainty bounds w thus high probability black carbon emissions independent coemitted species positive forcing warm climate estimate black carbon total climate forcing w second important human emission terms climate forcing presentday atmosphere carbon dioxide estimated greater forcing sources emit black carbon emit shortlived species may either cool warm climate climate forcings coemitted species estimated framework described herein principal effects shortlived coemissions including cooling agents sulfur dioxide included net forcing energyrelated sources fossil fuel biofuel industrialera climate forcing w first year emission sources diesel engines possibly residential biofuels warming strong enough eliminating shortlived emissions sources would reduce net climate forcing ie produce cooling open burning emissions emit high levels organic matter included total best estimate net industrialera climate forcing shortlived species blackcarbonrich sources becomes slightly negative w uncertainty bounds w uncertainties net climate forcing blackcarbonrich sources substantial largely due lack knowledge cloud interactions black carbon coemitted organic carbon prioritizing potential blackcarbon mitigation actions nonscience factors technical feasibility costs policy design implementation feasibility play important roles major sources black carbon presently different stages regard feasibility nearterm mitigation assessment evaluating large number complexity associated physical radiative processes blackcarbon climate forcing sets baseline improve future climate forcing estimates,title bounding role black carbon climate system scientific assessment abstract black carbon aerosol plays unique important role earths climate system black carbon type carbonaceous material unique combination physical properties assessment provides evaluation blackcarbon climate forcing comprehensive inclusion known relevant processes quantitative providing best estimates uncertainties main forcing terms direct solar absorption influence liquid mixed phase ice clouds deposition snow ice effects calculated climate models possible evaluated microphysical measurements field observations predominant sources combustion related namely fossil fuels transportation solid fuels industrial residential open burning biomass total global emissions black carbon bottomup inventory methods gg yr year uncertainty range however global atmospheric absorption attributable black carbon low many models increased factor almost scaling best estimate industrialera direct radiative forcing atmospheric black carbon w uncertainty bounds w total direct forcing black carbon sources without subtracting preindustrial background estimated w direct radiative forcing alone capture important rapid adjustment mechanisms framework described quantifying climate forcings including rapid adjustments best estimate industrialera climate forcing black carbon forcing mechanisms including clouds cryosphere forcing w uncertainty bounds w thus high probability black carbon emissions independent coemitted species positive forcing warm climate estimate black carbon total climate forcing w second important human emission terms climate forcing presentday atmosphere carbon dioxide estimated greater forcing sources emit black carbon emit shortlived species may either cool warm climate climate forcings coemitted species estimated framework described herein principal effects shortlived coemissions including cooling agents sulfur dioxide included net forcing energyrelated sources fossil fuel biofuel industrialera climate forcing w first year emission sources diesel engines possibly residential biofuels warming strong enough eliminating shortlived emissions sources would reduce net climate forcing ie produce cooling open burning emissions emit high levels organic matter included total best estimate net industrialera climate forcing shortlived species blackcarbonrich sources becomes slightly negative w uncertainty bounds w uncertainties net climate forcing blackcarbonrich sources substantial largely due lack knowledge cloud interactions black carbon coemitted organic carbon prioritizing potential blackcarbon mitigation actions nonscience factors technical feasibility costs policy design implementation feasibility play important roles major sources black carbon presently different stages regard feasibility nearterm mitigation assessment evaluating large number complexity associated physical radiative processes blackcarbon climate forcing sets baseline improve future climate forcing estimates
SDG13,future earth observation hydrology,abstract past years field earth observation progressed beyond offerings conventional spaceagencybased platforms include plethora sensing opportunities afforded cubesats unmanned aerial vehicles uavs smartphone technologies embraced forprofit companies individual researchers previous decades space agency efforts brought forth wellknown immensely useful satellites landsat series gravity research climate experiment grace system costs typically order billion dollars per satellite concepttolaunch timelines order decades new missions recently proliferation smartphones helped miniaturize sensors energy requirements facilitating advances cubesats launched dozens providing ultrahigh resolution sensing earth daily basis startup companies exist decade ago operate satellites orbit space agency costs mere fraction traditional satellite missions advances come new spaceborne measurements realtime highdefinition video tracking air pollution stormcell development flood propagation precipitation monitoring even constructing digital surfaces structurefrommotion techniques closer surface measurements small unmanned drones tethered balloons mapped snow depths floods estimated evaporation submetre resolutions pushing back spatiotemporal constraints delivering new process insights ground level precipitation measured signal attenuation antennae mounted cell phone towers proliferation mobile devices enabled citizen scientists catalogue photos environmental conditions estimate daily average temperatures battery state sense hydrologically important variables channel depths commercially available wireless devices global internet access pursued via highaltitude balloons solar planes hundreds planned satellite launches providing means exploit internet things entirely new measurement domain global access enable realtime collection billions smartphones remote research platforms future produce petabytes accessed via cloud storage require new analytical approaches interpret extent todays hydrologic models usefully ingest massive volumes unclear clear whether deluge usefully exploited either measurements superfluous inconsistent accurate enough simply lack capacity process analyse apparent tools techniques afforded array novel gamechanging sensing platforms present community unique opportunity develop new insights advance fundamental aspects hydrological sciences accomplish require application technology cases demand radical rethink utilize exploit new observing systems,title future earth observation hydrology abstract past years field earth observation progressed beyond offerings conventional spaceagencybased platforms include plethora sensing opportunities afforded cubesats unmanned aerial vehicles uavs smartphone technologies embraced forprofit companies individual researchers previous decades space agency efforts brought forth wellknown immensely useful satellites landsat series gravity research climate experiment grace system costs typically order billion dollars per satellite concepttolaunch timelines order decades new missions recently proliferation smartphones helped miniaturize sensors energy requirements facilitating advances cubesats launched dozens providing ultrahigh resolution sensing earth daily basis startup companies exist decade ago operate satellites orbit space agency costs mere fraction traditional satellite missions advances come new spaceborne measurements realtime highdefinition video tracking air pollution stormcell development flood propagation precipitation monitoring even constructing digital surfaces structurefrommotion techniques closer surface measurements small unmanned drones tethered balloons mapped snow depths floods estimated evaporation submetre resolutions pushing back spatiotemporal constraints delivering new process insights ground level precipitation measured signal attenuation antennae mounted cell phone towers proliferation mobile devices enabled citizen scientists catalogue photos environmental conditions estimate daily average temperatures battery state sense hydrologically important variables channel depths commercially available wireless devices global internet access pursued via highaltitude balloons solar planes hundreds planned satellite launches providing means exploit internet things entirely new measurement domain global access enable realtime collection billions smartphones remote research platforms future produce petabytes accessed via cloud storage require new analytical approaches interpret extent todays hydrologic models usefully ingest massive volumes unclear clear whether deluge usefully exploited either measurements superfluous inconsistent accurate enough simply lack capacity process analyse apparent tools techniques afforded array novel gamechanging sensing platforms present community unique opportunity develop new insights advance fundamental aspects hydrological sciences accomplish require application technology cases demand radical rethink utilize exploit new observing systems
SDG13,diversity hotspots conservation gaps chinese endemic seed flora,abstract flora china highly endemic decisions conservation management biodiversity based hotspots conservation gaps endemic seed plant species diversity china essential paper based species distribution set chinese endemic plants measured chinese endemic seed plant diversity five indices endemic species richness er weighted endemism phylogenetic diversity pd phylogenetic endemism pe biogeographically weighted evolutionary distinctiveness bed five percent chinas total land area highest biodiversity identify hotspots index total hotspots covering chinas total land area identified hotspots located mountainous areas mainly qinling mountains south hengduan mountains east china nine hotspots identified five indices hotspots include hengduan mountains xishuangbanna region qinling mountains southwest chongqing five mountainous areas located east chongqing west hubei east yunnan west guangxi north guangxi southeast guizhou southwest hunan north guangdong south hunan southeast tibet respectively furthermore detected conservation gaps hotspots chinese endemic seed flora overlaying national nature reserves identified hotspots designated priority conservation gaps hotspots overlaying global biodiversity hotspots conservation gaps hotspots hotspots chinese endemic seed plant species badly protected hotspot areas chinese endemic seed plant species covered nature reserves suggest essential pay attention herbaceous plants biodiversity conservation promote network function nature reserves within hotspots china,diversity hotspots conservation gaps chinese endemic seed flora abstract flora china highly endemic decisions conservation management biodiversity based hotspots conservation gaps endemic seed plant species diversity china essential paper based species distribution set chinese endemic plants measured chinese endemic seed plant diversity five indices endemic species richness er weighted endemism phylogenetic diversity pd phylogenetic endemism pe biogeographically weighted evolutionary distinctiveness bed five percent chinas total land area highest biodiversity identify hotspots index total hotspots covering chinas total land area identified hotspots located mountainous areas mainly qinling mountains south hengduan mountains east china nine hotspots identified five indices hotspots include hengduan mountains xishuangbanna region qinling mountains southwest chongqing five mountainous areas located east chongqing west hubei east yunnan west guangxi north guangxi southeast guizhou southwest hunan north guangdong south hunan southeast tibet respectively furthermore detected conservation gaps hotspots chinese endemic seed flora overlaying national nature reserves identified hotspots designated priority conservation gaps hotspots overlaying global biodiversity hotspots conservation gaps hotspots hotspots chinese endemic seed plant species badly protected hotspot areas chinese endemic seed plant species covered nature reserves suggest essential pay attention herbaceous plants biodiversity conservation promote network function nature reserves within hotspots china
SDG13,fire management climate variability challenges designing environmental regulations,abstract designing fire management regulations challenging task given spatial temporal variation climate conditions burning calendar fire management tool prevent forest fires mexico assessed temporal spatial overlap regulation climate variability fire calakmul mexico based technical recommendations fieldwork defined ranges wind speed relative humidity rainfall needed burning studied conditions varied periods years based meteorological records locations participant observation agricultural burns interviews community leaders government officials allowed us challenges following regulations indicate legal time burn average h suitable climate conditions agricultural fire farmers burn afternoon moisture lower increasing chances successful agricultural burns compared morning conditions however afternoon wind speed tends increase elevating likelihood uncontrolled secondary fires terms seasonality period burn suitable years locations infallible environmental rules aimed fire management must sensitive local climate variations order achieve wildfire prevention support livelihood systems relying fire rules correspond physical context less likely followed legitimate actors whose behaviors intended regulated,fire management climate variability challenges designing environmental regulations abstract designing fire management regulations challenging task given spatial temporal variation climate conditions burning calendar fire management tool prevent forest fires mexico assessed temporal spatial overlap regulation climate variability fire calakmul mexico based technical recommendations fieldwork defined ranges wind speed relative humidity rainfall needed burning studied conditions varied periods years based meteorological records locations participant observation agricultural burns interviews community leaders government officials allowed us challenges following regulations indicate legal time burn average h suitable climate conditions agricultural fire farmers burn afternoon moisture lower increasing chances successful agricultural burns compared morning conditions however afternoon wind speed tends increase elevating likelihood uncontrolled secondary fires terms seasonality period burn suitable years locations infallible environmental rules aimed fire management must sensitive local climate variations order achieve wildfire prevention support livelihood systems relying fire rules correspond physical context less likely followed legitimate actors whose behaviors intended regulated
SDG13,green consumptionno solution climate change,abstract article explores quantitative effect energy carbon dioxide co emissions households adopt green consumption patterns shows green consumption patterns generally reduce energy consumption co emissions reductions however small one experiment even shows adoption partly green consumption pattern may increase total emissions major conclusion adopting green patterns consumption retaining level total consumption solve problem climate change co emission could best offer temporary palliative,green consumptionno solution climate change abstract article explores quantitative effect energy carbon dioxide co emissions households adopt green consumption patterns shows green consumption patterns generally reduce energy consumption co emissions reductions however small one experiment even shows adoption partly green consumption pattern may increase total emissions major conclusion adopting green patterns consumption retaining level total consumption solve problem climate change co emission could best offer temporary palliative
